TYPEAHEAD,YRKE
Eti,Etikettarbeider (andre næringsmiddelprodukter)
Mas,Maskinpakker (andre næringsmiddelprodukter)
Mas,Maskinoperatør (kabelarbeider)
Mon,Montør (produksjon av transportmidler)
Mon,Montør av mekaniske produkter
Dri,Driftsassistent (møbelproduksjon)
Arb,Arbeidsleder (tekniske hjelpemidler)
For,Formann (produksjon av transportmidler)
Lær,Lærling (produksjon av transportmidler)
Mon,Montør (produksjon av offshoreutstyr)
Mon,Montør (tekniske hjelpemidler)
Rei,Reisemontør (industrimekanikk)
Ind,Industrimontør (industrimekanikk)
Mon,Montør av elektriske og elektroniske produkter
Ope,Operatør (produksjon av elektronisk utstyr)
Lær,Lærling (produksjon av elektronisk utstyr)
Mon,Montør (produksjon av elektronisk utstyr)
Pro,Produksjonsarbeider (transformatorproduksjon)
Ele,Elektromekanisk montør
For,Formann (produksjon av elektronisk utstyr)
Kre,Kretskortmontør
Pro,Produksjonsarbeider (elektronisk utstyr)
Spe,Spesialarbeider (elektromekanisk produksjon)
Ann,Annen montør
T-b,T-banefører
Lok,Lokomotivfører
Lok,Lokmotivførerassistent
Lok,Lokomotivkontrollør
Lok,Lokomotivleder
Lok,Lokomotivmester
Ski,Skiftekonduktør
Ski,Skifteformann (jernbane)
Sig,Signaloperatør
Ski,Skiftekontrollør
Spo,Sporskifter
Sti,Stillverksbetjent
Tog,Togbremser
Sjå,Sjåfør klasse B
Dro,Drosjesjåfør
Bud,Budsjåfør
Dis,Distribusjonssjåfør
Mot,Motorsykkelbud
Piz,Pizzabud
Pos,Postsjåfør
Pri,Privatsjåfør
Bus,Bussjåfør
Vog,Vognbetjent
Spo,Sporvognfører
Bil,Bilberger
Bil,Bilsjef (lastebil og vogntog)
Las,Lastebil- og trailersjåfør
Tra,Trailerekspeditør
Sko,Skogsmaskinfører
Gra,Graver (kirkegård)
Sku,Skurtreskerfører
Tra,Traktorfører
Tre,Trehogstmaskinoperatør
Anl,Anleggsmaskinfører
Ban,Banemontør
Anl,Anleggsmaskinfører (lærling)
Lær,Lærling (asfaltarbeider)
Fag,Fagarbeider (veg- og anleggsarbeid)
Fag,Fagspesialist (bane)
Spe,Spesialarbeider (veg- og anleggsarbeid)
Tek,Teknisk assistent (bane)
Asf,Asfaltmaskinkjører
Asf,Asfaltverksfører
Asf,Asfaltør
Bul,Bulldoserkjører
Dum,Dumperkjører
Gra,Gravemaskinkjører
Hju,Hjullastersjåfør
Løy,Løypekjører
Min,Minigraverfører
Mud,Muddermaskinfører
Sho,Shoveldoserkjører
Veg,Vegdekkemaskinfører
Veg,Veghøvelkjører
Veg,Vegmerker
Veg,Vegvalsekjører
Bro,Brooperatør
Kra,Kranfører
Tau,Taubanefører
Tra,Traverskranfører
Byg,Byggekranfører
Dri,Driftsleder (skiheis)
Hav,Havnekranfører
Hei,Heisfører
Mob,Mobilkranfører
Slu,Slusevakt
Tår,Tårnkranfører
Tru,Truckfører
Tøm,Tømmermann
Jun,Jungmann
Let,Lettmatros
Mat,Matros
Dek,Dekksgutt
Båt,Båtsmann
Mat,Matroslærling
Arb,Arbeidsleder (båtsmann)
Mot,Motormannlærling
Ren,Renholder (privathjem)
Hus,Hushjelp (privathjem)
Led,Ledende renholder (privathjem)
For,Forpleiningsassistent
Ren,Renholder (bedrift)
Avd,Avdelingsbetjent
Ryd,Ryddehjelp (frisør)
Vær,Værelsesbetjent
Ren,Renholdsinspektør
Led,Ledende renholder (bedrifter)
Fly,Flyrengjører
Bil,Bilpleier
Hje,Hjelpearbeider (bensinstasjon)
Uts,Utstyrsmontør
Bil,Bilklargjører
Vin,Vinduspusser
Ann,Annen rengjører
Tep,Tepperenser
Gra,Grafittifjerner
Kjø,Kjøletårnrengjører
Inn,Innhøster
Mos,Moseplukker
Egg,Eggplukker
Gje,Gjeter
Sta,Stallmedarbeider
Kyl,Kyllingplukker
Hje,Hjelpearbeider (gårdsbruk)
Pra,Praktikant (gårdsbruk)
Hje,Hjelpearbeider (gartneri)
Kir,Kirkegårdstjener
Går,Gårdshjelp (dyrking av hagebruksvekster)
Gar,Gartneriassistent
Hje,Hjelpearbeider (skogbruk)
Ved,Vedpakker
Hje,Hjelpearbeider (havbruk)
Not,Notbøter
Sor,Sorterer (havbunnsprøver)
Hje,Hjelpearbeider (pukkverk)
Hje,Hjelpearbeider (steinbrudd)
Hje,Hjelpearbeider (gruvedrift)
Asf,Asfaltlegger
Hje,Hjelpearbeider (anlegg)
Hje,Hjelpearbeider (vei)
Anl,Anleggsarbeider
Vei,Veiarbeider
Gru,Grunnarbeider (vei- og anleggsarbeid)
Alt,Altmuligmann (bygg og anlegg)
Lær,Lærling (vei- og anleggsarbeid)
Hje,Hjelpearbeider (bygg)
Hot,Hotellgårdsgutt
Pak,Pakker (for hånd)
Ski,Skiftleder (pakking)
Ved,Vedlikeholdsarbeider (industri)
Hje,Hjelpearbeider (industri)
Hje,Hjelpearbeider (bryggeri)
Hje,Hjelpearbeider (elektrokjemisk industri)
Hje,Hjelpearbeider (elektromekanisk industri)
Alt,Altmuligmann (industri)
Fla,Flaskesorterer
Før,Fører (hest med kjerre)
Før,Fører (pedaldrevet kjøretøy)
Las,Laste- og lossearbeider
Tan,Tankingsoperatør (flyplass)
Var,Varepåfyller
Anr,Anretningsassistent
Kjø,Kjøkkenassistent
Bys,Byssegutt/-pike
Kaf,Kafemedarbeider (rydding)
Kan,Kantinearbeider (rydding)
Cat,Cateringassistent
Ser,Serveringshjelp
Tap,Tapper (serveringssted)
Gat,Gateselger
Sko,Skopusser
Rek,Reklamemontør
Utd,Utdeler (gratisavis)
Ren,Renovasjonsarbeider
Dri,Driftsleder (renovasjon)
Bil,Bilopphogger
Fag,Fagarbeider (avfallsdeponi)
Sjå,Sjåfør (renovasjonsbil)
Sjå,Sjåfør (slamsugebil)
San,Saneringsarbeider
Ska,Skadesaneringsarbeider
Gje,Gjenvinningsarbeider
Lær,Lærling (gjenvinningsarbeider)
Mil,Miljøoperatør (renovasjon)
Mil,Miljøsaneringsarbeider
Res,Resirkuleringsarbeider (gjenvinningsanlegg)
Gat,Gatefeier
Snø,Snømåker
Bud,Bud
Avi,Avisbud
Dis,Distributør (reklame o.l.)
Kon,Kontorbud (intern)
Syk,Sykkelbud
Var,Varebud
Pik,Pikkolo
Alt,Altmuligmann (hotell restaurant)
Alt,Altmuligmann (privathjem)
Hje,Hjelpearbeider (vedlikehold)
Ved,Vedlikeholdsassistent
Mål,Måleravleser
Vær,Værobservatør
Ser,Servicemedarbeider (fylle og tømme automater)
Ann,Annen hjelpearbeider
Bom,Bomvakt
Eks,Eksamensvakt
Gar,Garderobevakt
Toa,Toalettvakt
Bil,Billettkontrollør (kino teater konserter ol.)
Ved,Vedlikeholdsarbeider
Siv,Sivilarbeider
Pre,Preparant (laborant)
Lab,Laboratoriemedarbeider
Lab,Laboratoriefagarbeider
Syk,Sykehuslaborant
Lab,Laborantleder
Dag,Daglig leder (uoppgitt næringsområde)
Avd,Avdelingssjef (uoppgitt næringsområde)
Avd,Avdelingsleder (uoppgitt næringsområde)
Bed,Bedriftsleder (uoppgitt næringsområde)
Avd,Avdelingsdisponent
Lab,Laboratorieassistent
Dis,Disponent (uoppgitt næringsområde)
Pla,Plassjef (uoppgitt næringsområde)
Dri,Driftssjef (uoppgitt næringsområde)
Løy,Løytnant
Sta,Stabsoffiser
Per,Personelloffiser
Avs,Avsnittssjef
Omr,Områdesjef
Fla,Flaggkommandør
Ele,Elevombud
Nas,Nasjonal ekspert
Kon,Kontorsjef (arb.giv.-/arb.tak.- og øk.inter.org.)
Dir,Direktør (økonomiske interesseorganisasjoner)
Før,Førstesekretær (arb.giv.-/arb.tak.- og øk.inter.org.)
For,Formann (arb.giv.-/arb.tak.- og øk.inter.org.)
Avd,Avdelingsleder (arb.giv.-/arb.tak.- og øk.inter.org.)
Vis,Viseadministrerende direktør (arb.giv.-/arb.tak.- og øk.
Sek,Seksjonsleder (humanitære- og andre interesseorganisasjo
Nes,Nestleder (humanitære- og andre interesseorganisasjoner)
Utr,Utredningssjef (humanitære- og andre interesseorganisasjoner)
For,Forbundsinspirator
Dag,Daglig leder (humanitære- og andre interesseorganisasjon
Sek,Sekretær (humanitære- og andre interesseorganisasjoner)
Ass,Assisterende generalsekretær (humanitære- og andre interesseorg.)
Adm,Administrasjonssjef (humanitære- og andre interesseorgan
Fyl,Fylkesleder (humanitære- og andre interesseorganisasjoner)
Ber,Beredskapsleder (humanitære organisasjoner)
Led,Leder (miljø- og naturvernorganisasjoner)
Org,Organisasjonssekretær (partipolitiske organisasjoner)
Fyl,Fylkesleder (partipolitiske organisasjoner)
Adm,Administrasjonssekretær (partipolitiske organisasjoner)
Før,Første nestleder (arbeidsgiver-/arbeidstakerorg.)
And,Andre nestleder (arbeidsgiver-/arbeidstakerorg.)
Fyr,Fyrdirektør
Chi,Chief exceutive officer
Fen,Fengselsleder
Fak,Fakultetsdirektør
Jur,Juridisk direktør
Pri,Prisdirektør
Hav,Havnedirektør
E-v,E-verkssjef
Kom,Kommunaldirektør
Jor,Jorddirektør
Sty,Styreleder (annen virksomhet)
Sty,Styreleder (renovasjon personlig tjenesteyting)
Sty,Styreleder (privat virksomhet)
Sty,Styreleder (jordbruk skogbruk og fiske)
Sty,Styreleder (hotell og restaurant)
Sty,Styremedlem (annen virksomhet)
Sty,Styremedlem (hotell og restaurant)
Sty,Styremedlem (jordbruk skogbruk og fiske)
Sty,Styremedlem (privat virksomhet)
Sty,Styremedlem (renovasjon personlig tjenesteyting)
Lik,Likningssjef
Sta,Stabsleder
Eks,Eksekutivdirektør
Fin,Finance Manager
Adm,Administrasjonsleder
Ass,Assisterende revisjonssjef
Bil,Billing manager
Adm,Administrasjonssjef (finans økonomi og administrasjon)
Org,Organisasjonssjef (finans økonomi og administrasjon)
Sou,Soussjef (finans økonomi og administrasjon)
Inn,Innskuddssjef
Øko,Økonomileder
Ass,Assisterende hoffintendant
Hof,Hoffintendant
Per,Personal- og organisasjonssjef
Kur,Kursansvarlig
Kom,Kompetansesjef
HR-,HR-sjef
Løn,Lønningsleder
HMS,HMS-sjef
Dag,Daglig leder (renovasjon)
Ser,Serviceleder (renovasjon)
Lin,Linjeleder (renovasjon)
Avd,Avdelingssjef (renovasjon)
Avd,Avdelingsleder (renovasjon)
Cit,City manager
Kje,Kjedesalgssjef
Ann,Annonsedirektør
Acc,Account support manager
Eng,Engasjement manager (salgsansvarlig)
Reg,Regionsjef (salg)
Sal,Salgsdisponent
Sal,Salgsansvarlig
Sal,Sales Manager
Sal,Sales Director
Ope,Operativ salgsleder
Cou,Country manager
Tra,Trade Manager
Pro,Proffmarkedsleder
Tek,Teknisk salgssjef
Ter,Territory Sales Manager
Cou,Country sales manager
Sal,Salgsleder
Sen,Sentrumsleder (markedsføring/informasjon)
Seg,Segment Manager
Pro,Product Manager
Mar,Marketing  Manager
Inf,Informasjonsansvarlig
Kom,Kommunikasjonsansvarlig
Kom,Kommunikasjonsdirektør
Ett,Ettermarkedssjef
Pro,Produktsjef (markedsføring/informasjon)
Pro,Produktområdesjef (markedsføring/informasjon)
For,Forskningsleder
Avd,Avdelingsleder (forskning)
Arb,Arbeidsleder (jordbruk )
Pla,Planteskoleleder
Pla,Planteskolestyrer
Dag,Daglig leder (jordbruk)
Dag,Daglig leder (skogbruk)
Div,Divisjonsdirektør (fiske)
Avd,Avdelingsdirektør (fiske)
Div,Divisjonssjef (fiske)
Fag,Fagsjef (fiske)
Pro,Produksjonssjef (fiske)
Avd,Avdelingssjef (fiske)
Arb,Arbeidsleder (fiske)
Opp,Oppdrettsleder
Dag,Daglig leder (fiske)
Opp,Oppdrettssjef
Avd,Avdelingsleder (elektrisistet/kraftverk)
Dir,Direktør (elektrisitet/kraftverk)
Net,Nettdirektør
Dag,Daglig leder (elektrisitet/kraftverk)
Tek,Teknisk sjef (industri produksjon og teknisk virksomhet)
Adm,Administrasjonssjef (industri produksjon og teknisk virksomhet)
Ver,Verksmester (industri produksjon og teknisk virksomhet)
Dir,Director (industri produksjon og teknisk virksomhet)
Ass,Assisterende produksjonssjef (industri produksjon og teknisk virksomhet)
Tek,Teknisk inspektør (industri produksjon og teknisk virksomhet)
Ved,Vedlikeholdsansvarlig (industri produksjon og teknisk virksomhet)
Ver,Verksdirektør
Dev,Development manager
Arb,Arbeidsleder (industri produksjon og teknisk virksomhet)
Adm,Administrasjonsansvarlig
Pro,Produksjonsleder (industri produksjon og teknisk virksomhet)
Ver,Verkstedformann (industri produksjon og teknisk virksomhet)
Dag,Daglig leder (bergverk)
Ser,Service supervisor (olje- og gassutvinning)
Ass,Assisterende riggsjef
Exp,Exploaration manager
Off,Offshore Instalation Manager
Ass,Assisterende boresjef
Ent,Entreprenørsjef
Pro,Prosjektstyringssjef (bygg og anlegg)
Pro,Produksjonsleder (bygg og anlegg)
Adm,Administrasjonssjef (bygg og anlegg)
Pro,Produksjonsleder (bygg og anlegg )
Pla,Plassjef (bygg og anlegg)
Ass,Assisterende driftsleder (bygg og anlegg)
Arb,Arbeidsleder (anlegg)
Pro,Prosjektdirektør (bygg og anlegg)
Tek,Teknisk sjef (bygg og anlegg)
Inn,Innkjøpsleder
Sho,Shopping Service Manager
Inn,Innkjøpsdirektør
Del,Delelagersjef
Nes,Nestleder (distribusjon)
Sup,Supply Manager
Mat,Materialleder
Ord,Ordresjef
Omr,Områdesjef (transport og kommunikasjon)
Tra,Transportdirektør
Dir,Direktør (transport og kommunikasjon)
Ass,Assisterende jernbanedirektør
Reg,Regionsjef (transport og kommunikasjon)
Reg,Regiondirektør (transport ogkommunikasjon)
Pro,Produksjonssjef (transport og kommunikasjon)
Tra,Transportleder
CSR,CSR Manager (transport og kommunikasjon)
Fle,Fleet manager
Ute,Utenlandssjef
Avd,Avdelingsleder (IT)
Bru,Brukerstøtteleder
Dri,Driftsdirektør (IT)
IKT,IKT-sjef
IKT,IKT-leder
Dri,Driftssjef (IT)
Ass,Assisterende institusjonssjef (helse- og sosialtjenester)
Sen,Senterleder (helse- og sosialtjenester)
Opp,Oppvekstleder
Oms,Omsorgsleder
Ins,Institusjonsleder
Hel,Helseleder
Hel,Helse- og omsorgssjef
Hel,Helse- og sosialsjef
Vir,Virksomhetsleder
Ple,Pleie og omsorgssjef
Ass,Assisterende avdelingsleder (helse og sosialtjenester)
Ass,Assisterende institusjonsleder (helse- og sosialtjenester)
Sos,Sosialleder
Ass,Assisterende soneleder (helse- og sosialtjenester)
Kli,Klinikkleder
Ple,Pleie- og omsorgsleder
Kli,Klinikksjef (sykehus)
Enh,Enhetsleder (sykehus)
Avd,Avdelingsleder (sykehus)
Sty,Styrer (alders- og sykejem)
Bes,Bestyrer (eldreomsorgsbolig)
Bes,Bestyrer (sosialomsorg)
Sty,Styrer (sosialomsorgsbolig)
Kur,Kursleder
Utd,Utdanningsleder
Ass,Assisterende rektor
Stu,Studiedirektør
Sty,Styrer (undervisning)
Bes,Bestyrer (undervisning)
Ass,Ass. styrer (undervisning)
Und,Undervisningssjef
Pro,Programdirektør (undervisning)
Dag,Daglig leder (opplæringskontor)
Fag,Faglig leder (finansiell tjenesteyting eiendomsdrift)
Reg,Regionbanksjef
For,Forretningsdirektør (finansiell tjenesteyting eiendomsdrift)
Fin,Finansdirektør
Avd,Avdelingsleder (annen forretningsmessig tjenesteyting)
Inv,Investeringsdirektør
Ass,Assisterende regionbanksjef
Dis,Distriktssjef (forsikring)
Dis,Distriktssjef (bank)
Vis,Viseadministrerende direktør (bank)
Vis,Viseadministrerende direktør (forsikring)
Byg,Bygningsantikvar
Kul,Kulturminnearbeider
Avd,Avdelingsleder (bakeri)
Arb,Arbeidsleder (næringsmiddelarbeid)
Byg,Bygnings-/reguleringssjef
Dri,Driftssjef (offentlig administrasjon)
Eta,Etatsjef
Adm,Administrasjonssjef (offentlig administrasjon)
Ass,Assisterende etatsjef
Sje,Sjefingeniør (offentlig administrasjon)
Hov,Hovedverneombud (offentlig administrasjon)
Reg,Regionsjef (offentlig administrasjon)
Ark,Arkivsjef (offentlig administrasjon)
Pro,Prosjektleder (offentlig administrasjon)
Ass,Assisterende fengselsleder
Rei,Reiselivssjef
Nær,Næringsprosjektleder
Org,Organisasjonsleder (offentlig administrasjon)
Gre,Grensekommisær
Res,Resultatenhetsleder (offentlig administrasjon)
Byg,Bygg- og eiendomsleder
Utv,Utviklingssjef (offentlig administrasjon)
Enh,Enhetsleder (kommunal virksomhet)
Sta,Stasjonssjef/assisterende sektorsjef
Kom,Kommunalsjef
Kon,Konfliktrådsleder
Pla,Plan- og administrasjonssjef
Pla,Plan- og bygningssjef
Pla,Plan- og driftssjef
Pla,Plan- og næringssjef
Pla,Plan- og utviklingssjef
Pla,Plan- og økonomisjef
Reg,Regionalutviklingssjef (offentlig administrasjon)
Byg,Byggesakssjef
Ass,Assisterende seksjonsleder (offentlig administrasjon)
Ass,Assisterende kontorleder
Fag,Fagansvarlig (offentlig administrasjon)
Sek,Sektorsjef (offentlig administrasjon)
Dri,Drifts- og utbyggingssjef
Sen,Senterleder (privat virksomhet)
Ser,Serviceleder (privat virksomhet)
Ark,Arkivsjef (privat virksomhet)
Kon,Kontorsjef (privat virksomhet)
Kon,Kontrollsjef (privat virksomhet)
Pro,Prosjektleder (privat virksomhet)
Reg,Regionsjef (privat virksomhet)
Sje,Sjefingeniør (privat virksomhet)
Tot,Totalisatorsjef
Ver,Verkstedssjef
Cus,Customer service manager
Aks,Aksjonsleder
Hav,Havarisjef
Ing,Ingeniørsjef
Tek,Teknisk leder (privat virksomhet)
Ser,Servicesjef (privat virksomhet)
Ska,Skadesjef (privat virksomhet)
Spe,Spedisjonssjef
Sta,Stasjonsleder (privat virksomhet)
Kon,Kontoransvarlig (privat virksomhet)
Sen,Senior prosjektleder (privat virksomhet)
Siv,Sivilforsvarsbetjent
Øvi,Øvingskoordinator
Ass,Assisterende leder av politistyrke
Sek,Sektorsjef
Avd,Avdelingssjef (politi)
Rik,Riksmeklingsmann
Dag,Daglig leder (hotell)
Exe,Executive soussjef
Foo,Food & Beverage sjef
Dag,Daglig leder (restaurant)
Kan,Kantineleder
Kaf,Kafeterialeder
Skj,Skjenkebestyrer
Caf,Cafe-leder
Dag,Daglig leder (restaurant og servering)
Tra,Trainee (restaurant)
Nat,Nattkaféleder
But,Butikkdisponent
Avd,Avdelingssjef (varehandel)
Byg,Byggevarehussjef
But,Butikkdriver
Fil,Filialsjef
Fer,Ferskvaresjef
Hvi,Hvitevaresjef
Avd,Avdelingsdirektør (varehandel)
Avd,Avdelingsleder (varehandel)
Bes,Bestyrer (varehandel)
Tra,Trainee (varehandel)
Kje,Kjedekoordinator
Sta,Stasjonsbestyrer (varehandel)
CSR,CSR Manager (varehandel)
Kio,Kioskansvarlig
Int,Interiøransvarlig
But,Butikkansvarlig
Dag,Daglig leder (engroshandel)
Dag,Daglig leder (detaljhandel)
Kon,Konsertprodusent
Pro,Producer (radio/fjernsyn)
Avd,Avdelingssjef (kulturetablissement)
Avd,Avdelingsleder (kulturetablissement)
Kul,Kulturleder
Red,Redaksjonssjef
Fes,Festivalsjef
Ass,Assisterende fylkesdirektør (kultur)
Arr,Arrangementssjef (musikkarrangement)
Hus,Husbestyrere
Fag,Fagkonsulent (husøkonom)
Rei,Reisebyråleder
Ren,Renseribestyrer
Vas,Vaskeribestyrer
Avd,Avdelingssjef (vaskeri)
Pos,Post-doc (astronomi)
Pos,Postdoktor (fysikk)
Med,Medisinsk fysiker
Ste,Stedlig leder (meteorolog)
For,Forskningsassistent (meteorologi)
Pos,Postdoktor (kjemi)
Rad,Radiokjemikar
Pos,Post-doc (kjemi)
Ana,Analytiker (kjemi)
Ana,Analysekjemiker
Can,Cand.scient (kjemi)
Pro,Prosesseringsgeofysiker
For,Forsker (geofysikk)
Sen,Senior geofysiker
GIS,GIS-medarbeider
Sla,Slamloggingsgeolog
Pos,Post-doc (geologi)
GIS,GIS-koordinator
Pos,Postdoktor (geologi)
Hyd,Hydrogeolog
Bio,Biostratigraf
Ing,Ingeniørgeolog
Sen,Senior geolog
Pos,Postdoktor (matematikk)
Ana,Analytiker (matematikk)
Pos,Post-doc (matematikk)
Bio,Biostatistiker
Kli,Klinisk epidemiolog
Pos,Postdoktor (biologi)
Mol,Molekylærgenetiker
Tok,Toksikolog
For,Forskningsassistent (biologi)
Zoo,Zoolog
Res,Resident adviser
Led,Ledende forskningstekniker
Fys,Fysiolog
Gen,Genetisk veileder
Pos,Post-doc (biologi)
Pro,Prosjektleder (biologi)
Bot,Botaniker
For,Forsker (ferskvannsfiske)
Fis,Fiskehelsebiolog
Nat,Naturforvalter
For,Forskningsassistent (næringsmiddelfag)
Pro,Produksjonsleder (næringsmiddelfag)
Utr,Utredningsleder (næringsmiddelfag)
Jor,Jordbruksforvalter
Jor,Jordbrukskonsulent
Fag,Fagkonsulent (landbruk)
Agr,Agronom (sivil)
For,Forskningsassistent (landbruk)
For,Forskningsassistent (skogbruk)
Mil,Miljøvernkoordinator
Mil,Miljøvernrådgiver
Nat,Naturvernkonsulent
Spe,Spesialkonsulent (sivilingeniør bygg og anlegg)
Spe,Spesialistingeniør sivil (bygg og anlegg)
Ing,Ingeniør sivil (bygg og anlegg)
For,Forsker (betong)
Fag,Fagsjef (bygg og anlegg)
Kon,Kontraktsadministrator (bygg og anlegg)
Fre,Fremdriftsplanlegger
Pro,Prosjekteringsleder (bygg og anlegg)
Pro,Prosjektkoordinator (sivilingeniør bygg og anlegg)
Pro,Prosjektansvarlig (bygg og anlegg)
Sje,Sjefskonsulent (sivilingeniør bygg og anlegg)
Ove,Overingeniør (brannvesen)
Siv,Sivilingeniør (VVS-teknikk)
Ins,Inspektør (skipsteknisk)
Tek,Teknisk inspektør
Siv,Sivilingeniør (maskinteknikk)
Ing,Ingeniør sivil (maskin- og marinteknikk)
Hyd,Hydrodynamiker
Siv,Sivilingeniør (marinteknikk)
Ing,Ingeniør sivil (marinteknikk)
Pla,Planleggingsingeniør sivil (marinteknikk)
Pla,Planleggingsingeniør sivil (maskinteknikk)
Ove,Overingeniør sivil (teknisk kybernetikk)
Avd,Avdelingsingeniør sivil (teknisk kybernetikk)
Aut,Automasjonsingeniør sivil
Pro,Prosjektingeniør sivil (teknisk kybernetikk)
Sen,Senioringeniør sivil (teknisk kybernetikk)
Dri,Driftsingeniør sivil (teknisk kybernetikk)
Ser,Serviceingeniør sivil (teknisk kybernetikk)
Ove,Overingeniør sivil (marinteknikk)
Avd,Avdelingsingeniør sivil (maskinteknikk)
Dri,Driftsingeniør sivil (maskinteknikk)
Fag,Fagsjef (sivilingeniør maskinteknikk)
Kos,Kostnadsingeniør sivil (marinteknikk)
Sen,Senior marineingeniør
Pro,Produksjonsingeniør sivil (marinteknikk)
Pro,Produksjonsingeniør sivil (maskinteknikk)
Pro,Produktutvikler (marinteknikk)
Pro,Produktutvikler (maskinteknikk)
Pro,Prosjektingeniør sivil (maskinteknikk)
Pro,Prosjektingeniør sivil (marinteknikk)
Pro,Prosjektkoordinator (sivilingeniør marinteknikk)
Pro,Prosjektkoordinator (sivilingeniør maskinteknikk)
Sek,Seksjonsingeniør sivil (marinteknikk)
Sek,Seksjonsingeniør sivil (maskinteknikk)
Sen,Senior konsulent (sivilingeniør maskinteknikk)
Sen,Senior konsulent (sivilingeniør marinteknikk)
Sen,Senioringeniør sivil (maskinteknikk)
Sen,Senioringeniør sivil (marinteknikk)
Sen,Seniorrådgiver (sivilingeniør marinteknikk)
Sen,Seniorrådgiver (sivilingeniør maskinteknikk)
Ser,Serviceingeniør sivil (maskinteknikk)
Ser,Serviceingeniør sivil (marinteknikk)
Sje,Sjefkonstruktør (marinteknikk)
Sje,Sjefskonsulent (sivilingeniør marinteknikk)
Sje,Sjefskonsulent (sivilingeniør maskinteknikk)
Spe,Spesialistingeniør sivil (maskinteknikk)
Spe,Spesialistingeniør sivil (marinteknikk)
Spe,Spesialkonsulent (sivilingeniør marinteknikk)
Spe,Spesialkonsulent (sivilingeniør maskinteknikk)
Teg,Tegnesjef (maskinteknikk)
Teg,Tegnesjef (marinteknikk)
Fly,Flygerinspektør
Avi,Avionikkinspektør (luftfartsverket)
Ing,Ingeniør sivil (kjemi)
Avd,Avdelingsingeniør sivil (kjemi)
Sen,Seniorrådgiver (teknologi prosess/kjemi)
Siv,Sivilingeniør (petroleumsteknologi)
Sen,Senior strukturingeniør
Siv,Sivilingeniør (geofag)
Ing,Ingeniør sivil (geofag og petroleumsteknologi)
Sik,Sikringsingeniør
Ing,Ingeniør sivil (metallurgi)
Pro,Prosesskoordinator (metallurgi)
Dri,Driftsingeniør sivil (offshoreteknologi)
Pro,Prosjektingeniør sivil (offshoreteknologi)
Ser,Serviceingeniør sivil (offshoreteknologi)
Ove,Overingeniør sivil (offshoreteknologi)
Sen,Senior kontraktsadministrator
Ope,Operasjonssjef (COO)
Ins,Installasjonsingeniør (olje og gass)
3D ,3D designingeniør
Sur,Surveyor (olje og gass)
Sen,Senioringeniør sivil (offshoreteknologi)
Ber,Bergingeniør sivil
Avd,Avdelingsingeniør sivil (metallurgi)
Avd,Avdelingsingeniør sivil (offshoreteknologi)
